Area_sqft,Bedrooms_BHK,Age_of_house,Floors,Distance_to_city_center_km,Property_tax_value,Location,House_type,Facing_direction,Furnishing,Nearby_schools_rating,Crime_rate,Parking_available,Road_width_ft,Amenities,Nearby_hospital_distance_km,Nearby_main_road_distance_km,Nearby_bus_stop_distance_km,Nearby_metro_distance_km,Traffic_density,Pollution_index,Demand_index,Appreciation_rate,Competitor_properties_nearby,Loan_amount,Loan_approved,Down_payment,Monthly_EMI,Household_income,Seller_type,Renovation_required,Condition_rating,Construction_material,Water_supply_type,Electricity_backup,Price_range_class,Sold
526,5,42,1,35.85,9605,Bangalore,Duplex,East,Fully Furnished,3.1,5.7,No,28,"Garden,Security",13.3,2.39,2.48,5.7,7.9,67.7,7.16,11.26,3,3261747,1,647618,124515,231679,Owner,0,1,Mixed,Both,No,0,1
1591,4,24,3,21.03,29685,Delhi,Villa,West,Semi Furnished,3.2,10,Yes,25,"Playground,Lift,Garden,Gym",7.19,1.79,3.09,4.64,6.3,180.4,3.75,9.28,12,2584651,1,181378,174599,347450,Owner,0,2,Mixed,Both,No,1,1
3039,3,9,1,21.44,20476,Hyderabad,Apartment,West,Unfurnished,4.5,3.3,Yes,12,"Garden,Playground,Gym",5.82,5.96,3.73,6.6,2.2,91,1.86,5.54,4,2750354,0,459278,128752,372568,Agent,0,3,Brick,Borewell,Yes,2,1
4789,2,28,1,28.43,25910,Hyderabad,Duplex,South,Unfurnished,1.8,3.2,No,15,"Lift,Clubhouse,Gym,Garden",8.4,4.9,0.77,1.59,3.9,37,9.94,8.45,4,4271807,1,1859763,196260,274011,Owner,1,1,Brick,Municipal,Yes,2,0
4316,1,9,3,13.27,18520,Bhubaneswar,Independent House,South,Fully Furnished,4.3,7.8,No,63,"Clubhouse,Garden,Security",11.13,2.14,4.3,3.43,1.2,129.9,8.99,10.57,6,4565019,1,1408758,61627,332676,Builder,0,4,Concrete,Borewell,No,2,1
1766,4,5,1,1.96,13062,Bangalore,Independent House,South,Fully Furnished,4,4,No,87,"Clubhouse,Security,Gym,Garden",2.2,4.91,1.88,5.83,1.2,114.4,6.04,1.05,3,520137,0,260673,100780,354110,Agent,0,1,Mixed,Municipal,Yes,1,1
1419,5,15,4,9.59,11170,Hyderabad,Apartment,West,Unfurnished,4.7,1.5,No,35,"Pool,Gym",3.79,6.33,0.35,5.91,7,159.5,9.47,2.15,10,4360909,1,970478,138912,356179,Owner,1,4,Concrete,Borewell,Yes,0,1
4479,3,24,2,9.9,15107,Kolkata,Villa,East,Unfurnished,4.7,9.6,Yes,43,"Lift,Garden",2.24,6.11,4.55,2.25,9.6,179.5,8.63,11.72,7,1545596,0,1311691,151593,256261,Builder,0,1,Concrete,Borewell,Yes,2,1
4914,5,43,4,13.76,3484,Bhubaneswar,Duplex,East,Unfurnished,4.1,1.4,Yes,18,"Lift,Playground,Security,Clubhouse",0.77,5.66,4,3.58,3.1,163.5,4.76,7.38,10,932954,1,953884,101185,272743,Builder,0,1,Concrete,Borewell,No,2,1
4939,2,3,2,37.77,28990,Hyderabad,Duplex,East,Unfurnished,4.7,9.3,Yes,64,"Pool,Playground,Clubhouse,Garden",11.87,6.98,1.85,2.08,7.6,23.9,1.22,2.85,1,4346117,0,1371364,18780,329968,Agent,0,1,Brick,Both,Yes,2,0
1084,5,36,3,32.29,21760,Pune,Duplex,North,Semi Furnished,2,8.3,Yes,42,"Pool,Garden,Playground,Security",5.94,1.27,4.26,5.2,6,173.3,5.57,4.62,10,4474048,1,937849,109598,107697,Agent,1,3,Brick,Municipal,No,0,0
4029,1,33,1,37.47,24756,Bangalore,Villa,North,Fully Furnished,1.6,6.5,No,69,"Security,Gym,Lift",11.58,5.27,3.25,7.81,6.1,136.4,4.68,12.72,13,1381340,0,1483551,78065,420807,Agent,1,3,Brick,Borewell,No,2,0
3287,3,18,2,39.95,8326,Hyderabad,Studio,South,Fully Furnished,2.1,8.9,No,28,"Security,Gym",7.7,2.13,3.99,3.99,8.5,158.7,1.78,4.29,8,3038592,0,370509,181043,380294,Builder,0,2,Mixed,Both,Yes,2,0
1862,3,32,3,17.63,2466,Bangalore,Duplex,East,Unfurnished,4.4,2.8,Yes,82,"Security,Gym,Pool,Clubhouse",10.44,6.53,4.84,4.35,6.2,41.5,5.97,13.16,8,491927,0,1456341,63769,196299,Owner,1,2,Concrete,Both,No,1,0
4486,1,3,3,9.47,6933,Kolkata,Apartment,North,Fully Furnished,2.3,2.7,Yes,48,"Playground,Garden",7.72,0.66,0.41,4.82,9.5,123.6,5.44,7.76,0,2368780,0,1271955,43269,121769,Agent,0,2,Concrete,Borewell,No,2,1
2661,5,43,3,22.62,16539,Chennai,Duplex,West,Fully Furnished,4.3,5,No,15,"Pool,Gym,Garden,Playground",7.56,4.71,3.92,7.54,9.8,141.2,4.89,11.14,8,1330764,1,1108803,125785,345378,Owner,0,3,Mixed,Both,Yes,1,1
4580,1,33,4,35.3,2974,Pune,Duplex,West,Semi Furnished,2.5,10,Yes,32,"Garden,Gym,Pool",13.36,1.49,0.42,7.18,7.7,175.6,7.87,14.87,12,3393758,0,604479,155716,61637,Builder,0,2,Brick,Both,No,2,1
3241,4,11,4,18.9,14910,Bangalore,Studio,South,Semi Furnished,4.2,1.1,No,66,"Pool,Playground,Security",9.75,6.93,3.41,4.65,1.8,87.4,3.73,14.12,3,2415689,0,795086,34917,73593,Agent,0,3,Concrete,Both,Yes,2,1
2167,1,30,2,20.46,28498,Delhi,Apartment,West,Fully Furnished,4.4,2.3,Yes,18,"Security,Gym,Garden",2.1,3.69,4.06,3.25,7.1,182.7,8.62,6.1,2,2048266,0,1174908,127071,45444,Agent,0,4,Concrete,Borewell,No,1,1
4580,5,15,2,5.81,7187,Hyderabad,Apartment,North,Semi Furnished,3.7,7.5,Yes,99,"Gym,Pool",8.74,3.78,2.03,5.15,9.6,171.1,2.64,4.87,8,3502221,1,140751,5439,310866,Builder,0,4,Mixed,Municipal,No,2,1
3960,1,1,4,17.11,9012,Delhi,Apartment,East,Unfurnished,4.9,3.3,No,19,"Lift,Garden,Security,Clubhouse",2.53,3.74,1.23,1.58,9.2,33.7,3.05,8.82,9,1372408,0,441841,185318,122879,Builder,0,4,Brick,Both,No,2,0
2512,2,48,2,15.79,29173,Bangalore,Duplex,North,Fully Furnished,3.9,6,No,79,"Gym,Security",8.93,5.34,1.2,6.14,2.8,133.2,3.58,11.79,0,3992569,0,1115475,190481,74765,Builder,1,3,Concrete,Municipal,Yes,1,0
5158,1,1,2,14.39,16021,Delhi,Duplex,North,Semi Furnished,2,7.4,No,23,"Security,Playground,Lift,Garden",10.08,6.8,1.65,1.68,9.1,171.2,4.94,10.04,7,189201,1,567071,61256,92256,Agent,0,4,Brick,Municipal,Yes,2,1
1026,1,35,1,35.55,25856,Bangalore,Independent House,South,Semi Furnished,4.9,8.6,Yes,26,"Gym,Pool",3.31,6.73,3.71,5.02,2.5,52,8.51,14.9,13,1968026,1,378791,138895,87514,Agent,0,3,Brick,Both,No,0,0
4559,5,5,2,2.84,4651,Bangalore,Studio,East,Fully Furnished,3.7,6,Yes,77,"Pool,Lift,Gym",2.83,1.71,4.95,2.03,1.7,123,7,3.2,7,3840072,1,420113,136412,130069,Owner,1,4,Brick,Both,Yes,2,1
3814,4,22,3,38.9,20183,Hyderabad,Apartment,West,Fully Furnished,2.7,1.9,Yes,87,"Security,Clubhouse,Pool",3.16,3.96,4.92,7.71,1.3,104.5,5.02,2.28,11,1514374,1,23815,60825,101061,Agent,1,1,Brick,Both,No,2,1
5414,4,38,1,0.83,16963,Pune,Apartment,East,Unfurnished,3,7.2,Yes,33,"Playground,Security,Pool,Lift",12.44,3.87,1.16,5.08,9.7,194.2,6.26,4.7,5,904107,1,492413,29816,122648,Builder,0,3,Concrete,Municipal,Yes,2,0
1775,5,46,2,37.85,19399,Delhi,Independent House,West,Semi Furnished,4.1,5.5,Yes,22,"Garden,Gym,Pool",2.79,0.96,0.79,7.35,3.1,26.3,4.24,5.39,3,3283842,0,1415219,49902,21441,Agent,0,4,Mixed,Borewell,Yes,1,0
1581,5,43,1,22.15,8238,Kolkata,Duplex,South,Fully Furnished,4,7.2,No,68,"Security,Playground,Pool",11.82,4.91,0.88,6.91,2.5,145.8,3.32,6.93,14,546414,0,1163204,63210,148511,Owner,0,4,Brick,Municipal,Yes,1,0
890,5,36,3,28.25,28324,Bhubaneswar,Independent House,East,Semi Furnished,4.4,1.5,Yes,74,"Security,Pool,Garden",0.79,5.34,2.93,5.6,3.2,80.5,7.43,9.91,5,4331806,0,793769,62081,439719,Agent,1,3,Concrete,Municipal,No,0,0
4129,2,45,2,7.89,29893,Pune,Independent House,North,Semi Furnished,2,1,No,47,"Clubhouse,Lift",12.46,6.1,3,4.82,7,25.4,2.58,14.14,0,670791,0,1033629,18339,221161,Builder,1,2,Mixed,Municipal,Yes,2,0
3934,3,15,1,26.34,27260,Kolkata,Duplex,East,Semi Furnished,4.8,9.2,Yes,26,"Lift,Garden",4.03,5.18,4.51,7.32,2.4,146.9,1.63,13.99,0,3628604,1,1955188,42212,272288,Builder,0,3,Brick,Municipal,Yes,2,0
3696,1,42,2,35.34,17132,Mumbai,Villa,South,Semi Furnished,2,6.1,No,23,"Clubhouse,Gym",3.23,0.92,2.04,4.18,6.7,31.7,8.41,3.83,14,1457578,1,911999,164022,473262,Owner,1,1,Brick,Borewell,No,2,0
2340,5,43,1,6.01,29726,Bangalore,Studio,East,Fully Furnished,2.9,2.6,Yes,90,"Garden,Playground,Clubhouse",9.65,6.44,4.34,6.48,1.2,106.5,7.18,11.71,11,4207942,1,700403,113764,218421,Owner,1,1,Concrete,Borewell,No,1,0
4808,5,18,1,5.52,11648,Bhubaneswar,Villa,West,Fully Furnished,1.8,7.3,Yes,55,"Clubhouse,Security,Garden",13.15,1.56,0.88,1.23,4.5,53.1,4.51,7.86,4,271608,1,205812,44255,271622,Owner,0,2,Brick,Municipal,Yes,2,0
5414,5,48,3,12.51,18020,Pune,Villa,East,Unfurnished,2.7,7.4,No,25,"Clubhouse,Playground,Garden",10.89,4.31,4.17,4.12,7.8,130.1,5.13,14.29,4,2495217,0,1140429,44062,239817,Agent,1,1,Concrete,Municipal,No,2,1
2282,4,23,3,6.89,10560,Hyderabad,Studio,East,Fully Furnished,3.6,9.2,No,80,"Pool,Lift",8.63,4.55,1.86,3.74,3.4,106,2.9,8.09,14,3140939,1,1390016,65706,445754,Agent,0,4,Mixed,Municipal,Yes,1,0
5308,5,26,2,4.87,24806,Bhubaneswar,Villa,South,Semi Furnished,3,7.9,No,56,"Pool,Lift",3.97,1.15,4.24,3.23,4.1,181.2,9.52,7.2,2,3984279,0,531856,23627,342459,Owner,1,3,Mixed,Both,Yes,2,0
3387,1,6,4,27.29,8047,Kolkata,Duplex,East,Unfurnished,2,8.5,No,85,"Playground,Lift",6.43,2.47,1.64,1.75,1.9,48.6,9.61,12.25,12,2258277,0,1577318,18513,337603,Agent,1,1,Brick,Borewell,Yes,2,1
5985,5,29,2,8.95,24933,Pune,Villa,East,Fully Furnished,2.5,8.5,Yes,32,"Pool,Security,Playground",12.94,2.17,3.72,1.37,7.1,107.4,9.07,5.91,5,1976607,0,823226,132003,70448,Owner,0,3,Brick,Both,Yes,2,1
3559,1,40,1,26.85,8589,Bangalore,Villa,North,Fully Furnished,3.4,3.6,Yes,15,"Garden,Gym",12.07,5,4.29,7.11,4.2,75.7,8.94,14.2,1,2350976,1,492862,134415,423234,Agent,0,3,Concrete,Both,No,2,1
5822,2,13,3,34.55,16658,Mumbai,Villa,East,Unfurnished,4.6,5.7,Yes,47,"Playground,Gym,Garden",3.72,4.41,0.69,4.3,2.6,179,8.43,1.76,9,3766274,0,843612,196974,322674,Agent,1,3,Mixed,Borewell,No,2,0
5175,3,43,3,26.25,16965,Pune,Duplex,East,Fully Furnished,2.7,1.3,No,39,"Security,Pool,Lift,Clubhouse",13.22,3.01,0.65,7.87,1.1,170.4,3.64,9.33,5,2825376,1,1687595,74938,438733,Owner,1,3,Concrete,Borewell,Yes,2,1
4930,4,14,1,5.21,24600,Bhubaneswar,Independent House,South,Fully Furnished,3.3,1.4,No,31,"Garden,Gym",3.98,1.24,3.67,0.72,6.5,71.7,6.01,7.97,13,1931302,1,79837,168536,469451,Agent,0,4,Concrete,Both,Yes,2,0
1081,1,11,4,23.16,14805,Pune,Apartment,West,Fully Furnished,4.6,8.9,Yes,10,"Lift,Playground,Garden",14.75,5.2,3.47,6.42,5.4,192.5,6.25,4.71,8,3165753,0,309700,72730,471160,Agent,1,1,Brick,Borewell,No,0,1
5654,2,28,3,16.05,3344,Delhi,Studio,East,Semi Furnished,4.4,1.5,Yes,76,"Pool,Garden",11.28,6.58,0.96,0.81,7.4,166,9.47,1.41,12,4213178,0,1874841,10680,465178,Agent,1,3,Brick,Both,No,2,0
1473,3,22,4,14.06,22501,Pune,Studio,North,Unfurnished,1.7,5.9,Yes,49,"Playground,Lift,Clubhouse,Pool",10.77,4.08,5,0.61,5.6,168.3,3.24,8.24,8,2316984,1,1642828,46033,44350,Owner,0,1,Brick,Municipal,No,0,1
5951,3,12,3,13.08,26754,Hyderabad,Duplex,South,Unfurnished,2.4,9.4,No,10,"Clubhouse,Lift,Playground,Security",8.96,6.39,0.79,2.54,4.6,74.5,5.92,13.61,7,1128121,1,869045,135328,271086,Owner,0,1,Concrete,Both,No,2,0
2787,3,8,1,37.21,29331,Delhi,Apartment,West,Semi Furnished,4.2,2.8,Yes,57,"Clubhouse,Garden,Lift",12.91,5.7,2.53,7.33,9,179.6,2.41,8.37,11,2826723,1,283715,120685,424952,Owner,1,1,Concrete,Borewell,No,1,1
2794,1,23,2,29.83,11324,Pune,Villa,South,Unfurnished,3.9,5,Yes,48,"Clubhouse,Gym",13.31,6.66,1.23,7.55,6,104.8,1.52,9.36,1,1688367,1,135598,114349,426680,Owner,1,1,Concrete,Borewell,No,1,1
3093,2,38,2,5.79,9539,Bangalore,Studio,West,Fully Furnished,4.1,6.8,Yes,53,"Lift,Gym,Garden",4.19,2.44,0.51,2.12,8.2,86.5,2.72,2.02,14,2473155,0,1860759,131572,133020,Agent,0,4,Brick,Municipal,Yes,2,0
1770,5,29,4,19.3,9864,Delhi,Villa,East,Semi Furnished,1.6,6.1,No,58,"Lift,Clubhouse,Security",11.98,4.46,2.31,4.51,8.8,58.2,2.1,11.22,10,2312894,0,1777113,175739,417595,Builder,1,1,Brick,Both,No,1,1
5144,2,0,2,13.07,19863,Hyderabad,Duplex,West,Semi Furnished,2.8,4.3,Yes,70,"Security,Clubhouse,Lift,Garden",2.9,1.68,4.99,0.91,5.7,194.6,2.16,12.23,14,321740,1,1026083,171521,99472,Agent,0,4,Brick,Municipal,No,2,1
4740,2,9,1,39.13,23732,Hyderabad,Duplex,West,Semi Furnished,3.8,8.1,Yes,84,"Security,Lift",6.22,5.19,4.8,7.18,4,194.1,7.82,4.1,12,1579060,0,1739735,17725,37838,Builder,1,3,Concrete,Municipal,No,2,1
2556,2,37,2,39.13,15225,Chennai,Duplex,East,Unfurnished,2.6,4.7,Yes,63,"Clubhouse,Lift,Pool,Playground",13.77,6.89,1.94,0.85,2.4,109.4,5.08,8.32,13,2675012,1,985695,155391,38577,Builder,1,2,Concrete,Both,No,1,1
2980,1,46,4,13.12,21450,Mumbai,Independent House,North,Semi Furnished,3.3,4.5,Yes,28,"Security,Playground,Garden,Pool",4.92,2.32,2.55,1.35,3.2,196.5,8.82,7.14,1,4115046,1,391868,180665,102746,Builder,0,1,Concrete,Both,No,1,1
4791,1,14,1,14.41,9091,Bangalore,Duplex,North,Semi Furnished,4,1.2,No,30,"Garden,Security,Gym,Playground",6.76,0.55,4.53,2.28,2.1,175.6,2.94,10.65,13,3020593,0,679612,169731,263348,Agent,1,4,Brick,Municipal,No,2,1
2559,1,8,1,24.18,14220,Pune,Villa,East,Semi Furnished,3,8.8,No,84,"Playground,Security",6.6,6.82,4.57,2.06,7.8,38.2,7.37,12.7,14,2091727,0,332444,83691,407858,Owner,1,1,Mixed,Municipal,Yes,1,0
3648,2,12,3,19.43,23010,Delhi,Independent House,South,Unfurnished,3.4,10,Yes,95,"Pool,Gym",8.77,0.32,3.92,3.47,3.8,153.9,3.75,2.69,3,1703698,1,361154,43785,328038,Owner,0,3,Concrete,Both,Yes,2,1
4131,1,22,3,8.92,28987,Kolkata,Villa,South,Unfurnished,2.4,7.7,Yes,28,"Playground,Security",12.6,2.61,1.37,1.02,8.9,182,7.04,8.27,4,2432617,0,1859029,74146,25528,Builder,1,3,Concrete,Municipal,Yes,2,1
4229,3,32,2,26.59,28496,Delhi,Duplex,West,Unfurnished,2.5,9.7,No,37,"Gym,Playground,Security",8.43,3.96,1.92,2.58,7.4,107.4,5.65,9.65,2,2478256,1,747624,149669,133741,Owner,1,4,Mixed,Municipal,No,2,0
2027,1,8,4,13.7,20856,Pune,Independent House,South,Semi Furnished,1.8,5.5,No,99,"Security,Playground,Pool",14.12,5.5,2.91,6.15,7,164.7,2.33,1.09,3,4173066,0,775166,63105,207933,Owner,1,2,Mixed,Borewell,No,1,0
3872,4,2,1,26.32,2958,Bangalore,Apartment,South,Fully Furnished,5,6.2,No,28,"Lift,Playground,Clubhouse,Garden",13.18,1.59,4.29,3.24,3.3,51.2,9.51,12.31,8,1405546,1,1327554,164669,165234,Owner,0,4,Concrete,Borewell,Yes,2,0
427,1,29,2,15.66,29863,Hyderabad,Duplex,East,Unfurnished,3.4,9,No,24,"Lift,Gym,Pool",9.39,0.47,2.26,6.82,1.4,187.4,1.55,7.1,2,2070216,1,1846772,173762,480964,Agent,1,4,Mixed,Municipal,No,0,0
2385,1,8,2,28.16,27647,Hyderabad,Independent House,East,Fully Furnished,1.8,5.7,No,14,"Gym,Lift,Garden",6.76,4.91,3.16,2.38,6.7,172,5.24,8.44,0,935762,0,905982,114520,195444,Builder,0,1,Mixed,Municipal,Yes,1,1
4553,1,24,3,26.88,19872,Pune,Independent House,West,Fully Furnished,1.7,1.6,Yes,21,"Gym,Playground,Clubhouse",5.21,0.77,2.11,3.66,1.1,62.1,7.45,1.74,6,301194,1,1421751,72129,221436,Owner,0,3,Concrete,Borewell,No,2,1
1921,1,46,2,20.6,23151,Pune,Independent House,South,Unfurnished,1.9,7.6,No,32,"Garden,Lift,Security,Gym",9.38,1.78,2.99,3.2,4,36.7,8.93,4,5,2564274,1,1896079,14225,350682,Owner,1,3,Mixed,Municipal,No,1,1
696,4,23,2,28.34,20317,Bhubaneswar,Studio,West,Unfurnished,3.9,2.3,No,58,"Gym,Clubhouse,Pool,Lift",12.22,1.95,0.17,4.42,9.7,99.4,9.98,5.13,7,1362804,1,1071558,110730,353775,Agent,0,2,Mixed,Borewell,Yes,0,0
2581,5,31,3,18.71,15584,Delhi,Independent House,East,Fully Furnished,3,4.1,No,90,"Security,Clubhouse,Lift,Gym",7.83,5.88,1.92,7.82,5.9,125.4,6.27,8.5,2,2373918,0,1875618,18464,154131,Agent,0,1,Concrete,Borewell,No,1,1
3802,1,6,2,5.09,7727,Delhi,Apartment,South,Unfurnished,3.1,8.6,No,20,"Garden,Pool,Gym",13.28,4.1,3.86,0.95,6.6,81.6,9.86,5.29,1,1586284,1,82595,157341,305199,Builder,1,1,Concrete,Municipal,Yes,2,1
2696,3,35,2,7.69,28592,Hyderabad,Duplex,West,Fully Furnished,3.8,3.5,Yes,50,"Gym,Security,Playground,Lift",4.67,3.22,0.22,7.96,2.3,73.9,5.98,8.44,2,4145039,0,775239,90690,318530,Agent,1,2,Mixed,Municipal,No,1,0
2997,4,24,1,10.22,7149,Kolkata,Duplex,West,Fully Furnished,3.9,9.4,No,67,"Playground,Gym",12.97,0.28,4.11,1.76,1.5,21.4,6.78,6.01,0,1247221,0,1445846,7818,374058,Builder,0,2,Mixed,Both,Yes,1,0
1301,5,19,2,3,24136,Kolkata,Duplex,North,Semi Furnished,4,8.3,Yes,81,"Pool,Garden",10.13,3.61,4.93,1.49,5.3,20.4,7.07,2.67,5,1686362,0,1770156,43537,88627,Owner,1,1,Concrete,Borewell,Yes,0,0
1498,1,16,3,28.6,25540,Delhi,Independent House,North,Fully Furnished,1.3,9.7,No,49,"Lift,Garden",4.73,5.02,2.49,5.6,7.3,46.8,7.39,13.39,0,3460793,1,918092,184130,244372,Agent,0,1,Concrete,Borewell,Yes,0,1
2077,5,35,3,15.01,6974,Mumbai,Duplex,South,Semi Furnished,4.3,1.9,No,31,"Playground,Garden",6.51,6.84,0.94,6.32,7.3,155.6,4.96,11.79,7,1563696,1,46374,100863,306455,Agent,0,2,Concrete,Borewell,No,1,0
3281,3,25,1,4.19,25474,Chennai,Apartment,South,Semi Furnished,1.7,3.7,No,19,"Garden,Pool,Clubhouse",1.06,3.43,4.27,3.32,8.8,182.8,9.85,9.78,6,593248,1,753429,103654,396648,Owner,0,1,Concrete,Both,Yes,2,0
5687,4,18,3,32.89,22321,Hyderabad,Studio,East,Unfurnished,3.5,8.1,Yes,48,"Garden,Lift",13.77,3.94,3.99,5.94,7,43.2,4.51,8.54,10,2918495,0,1938315,117053,65820,Builder,0,2,Mixed,Borewell,Yes,2,1
5266,4,36,3,27.5,29611,Hyderabad,Apartment,East,Unfurnished,1.9,7.1,No,60,"Security,Playground,Pool",11.64,2.32,4.9,3.47,1,148.6,2.94,3.86,9,3476924,0,616611,34509,194889,Builder,1,2,Mixed,Municipal,Yes,2,0
1778,5,47,3,18.36,5261,Delhi,Studio,East,Fully Furnished,4.3,7.9,Yes,54,"Security,Pool,Playground,Gym",9.34,5.73,1.3,5.79,7.7,65.3,7.02,11.88,1,3097038,0,811265,176567,75225,Owner,1,2,Brick,Municipal,Yes,1,0
1648,1,2,2,10.27,12391,Pune,Duplex,North,Unfurnished,4.1,8.9,No,79,"Lift,Clubhouse,Pool,Garden",14.58,3.83,1.02,6.5,9.8,44.5,4.75,11.5,12,1773880,1,395596,54226,147293,Agent,1,2,Concrete,Municipal,Yes,1,1
4135,2,42,1,6.49,27975,Kolkata,Villa,West,Unfurnished,1.7,3.5,Yes,84,"Pool,Garden,Gym,Playground",13.87,2.7,0.76,5.55,1.3,91.3,2.18,3.57,1,2386578,1,839740,139504,337150,Builder,1,3,Concrete,Both,Yes,2,1
4641,4,27,4,18.61,12494,Chennai,Studio,East,Unfurnished,3.2,9.8,No,27,"Garden,Pool,Clubhouse,Lift",13.79,0.9,2.28,2.98,2.2,155.4,2.66,9.17,4,2003754,1,1810758,163091,407499,Agent,1,3,Mixed,Borewell,Yes,2,1
1664,2,21,1,35.47,25230,Chennai,Apartment,North,Unfurnished,3.9,7.8,Yes,50,"Gym,Pool,Garden",4.91,6.25,3.66,0.69,3.7,118.3,8.61,1.57,13,50878,1,694866,29534,43701,Owner,0,2,Mixed,Both,Yes,1,1
2307,4,46,1,7.94,25181,Kolkata,Apartment,East,Fully Furnished,1.7,9.5,No,86,"Pool,Security,Playground",3.79,5.63,0.8,3.25,8,45.5,5.17,5.45,12,96339,0,774364,67034,126514,Owner,0,3,Concrete,Both,No,1,0
1458,1,18,1,22.96,15045,Hyderabad,Villa,North,Semi Furnished,1.6,2,Yes,78,"Clubhouse,Lift,Playground",11.28,1.53,2.19,2.54,5.6,45.9,1.06,12.37,3,3907635,0,1630733,101317,49272,Owner,1,2,Mixed,Borewell,Yes,0,0
3149,1,45,4,38.49,11070,Hyderabad,Studio,North,Semi Furnished,2.5,6,No,62,"Playground,Pool,Security",5.23,6.14,1.32,6.58,7.4,72.9,9.38,5.56,14,1166318,0,1184757,73964,409044,Owner,0,2,Mixed,Borewell,No,2,1
2448,4,15,4,25.67,7568,Bangalore,Studio,South,Semi Furnished,4.7,8.3,Yes,73,"Lift,Garden,Pool",4.44,3.95,2.04,6.71,1.4,139.5,3.04,5.75,1,3914105,1,941527,7189,369555,Owner,0,2,Mixed,Borewell,No,1,0
4648,5,5,3,17.88,6768,Bangalore,Apartment,West,Unfurnished,1.3,1.8,No,55,"Clubhouse,Pool,Playground",4.16,5.42,0.35,2.54,4,73.9,6.36,13.46,12,2660469,1,1072598,161187,122431,Owner,1,4,Brick,Borewell,Yes,2,1
2876,1,36,2,28.8,15163,Hyderabad,Studio,North,Unfurnished,2.4,5.4,No,34,"Pool,Playground",1.5,4.59,2,4.05,2.8,39,9.03,5.23,11,2783928,0,673021,103067,138926,Agent,1,1,Concrete,Borewell,No,1,1
4416,1,30,3,33.07,22597,Mumbai,Villa,West,Fully Furnished,4.2,8.2,Yes,77,"Lift,Pool",11.01,0.58,0.46,2.95,8.3,128.3,9.31,3.02,1,4897753,0,1740753,197099,63113,Owner,1,1,Mixed,Municipal,Yes,2,0
5003,3,48,3,23.83,13886,Delhi,Studio,East,Semi Furnished,2.4,1.4,No,56,"Lift,Playground,Clubhouse",0.62,1.82,3.88,7.76,2.4,197.8,8.52,14.05,0,194609,0,1700311,120357,163377,Builder,0,4,Brick,Borewell,No,2,1
3597,1,47,4,34.94,7177,Mumbai,Studio,South,Fully Furnished,1.2,7.5,No,38,"Playground,Lift",8.69,3.02,0.32,4.88,5,152.8,8.74,8.21,3,3514235,1,1521799,41424,324005,Builder,0,1,Mixed,Municipal,Yes,2,0
4986,3,33,3,20.83,10046,Hyderabad,Villa,South,Semi Furnished,3.5,9.7,No,33,"Playground,Clubhouse,Garden,Security",4.37,0.87,1.76,6.94,1.2,114.3,6.49,9.64,8,3266587,1,392505,60341,244831,Builder,0,3,Concrete,Borewell,No,2,0
3953,1,30,3,33.29,19254,Chennai,Duplex,West,Fully Furnished,4.8,1.5,No,94,"Pool,Garden,Playground,Lift",10.18,2.67,0.73,4.36,6.2,44.7,8.22,3.86,13,3969003,0,1221508,90948,392324,Agent,1,3,Concrete,Municipal,Yes,2,0
4840,1,10,4,38.1,8601,Delhi,Studio,South,Fully Furnished,3.3,9.3,Yes,67,"Lift,Playground",14.21,0.35,3.6,1.93,1.2,187.1,6.26,9.26,1,3817883,0,1535961,181997,256108,Owner,0,3,Brick,Municipal,No,2,1
2161,5,35,1,20.3,10897,Delhi,Apartment,South,Fully Furnished,4.3,4.8,Yes,84,"Playground,Lift,Pool",10.52,6.2,0.8,2.72,9,128.3,2.37,4.56,14,3932286,0,1299757,199287,457930,Builder,1,3,Brick,Borewell,Yes,1,0
620,5,5,1,24.4,21073,Kolkata,Independent House,East,Semi Furnished,1.1,1.2,Yes,36,"Gym,Security,Playground,Pool",5.99,0.4,3.3,4.39,2.2,21.2,7.72,3.61,3,3511721,0,391392,5150,356167,Owner,1,4,Mixed,Borewell,No,0,1
5218,1,26,4,24.57,25493,Hyderabad,Apartment,East,Unfurnished,3.6,4.1,Yes,57,"Lift,Security,Pool,Gym",3.08,3.88,3.12,3.55,2.1,56.9,5.63,1.57,4,1117768,1,571417,191562,252408,Owner,0,3,Concrete,Both,Yes,2,0
5023,4,6,2,31.37,12451,Hyderabad,Apartment,South,Semi Furnished,1.6,3.7,No,50,"Lift,Playground,Garden",5.42,4.86,2.97,6.52,1,56.1,6.15,6.09,1,2550194,1,142849,180144,324217,Builder,0,2,Concrete,Municipal,No,2,0
3288,4,48,3,33.01,6581,Hyderabad,Duplex,South,Unfurnished,3.8,3.2,No,83,"Security,Pool,Playground,Gym",7.15,2.12,1.4,0.77,1.2,110.6,9.6,11.48,0,870413,1,102517,66833,95385,Agent,1,3,Brick,Borewell,No,2,0
2064,1,31,1,1.58,14059,Bangalore,Duplex,West,Fully Furnished,3.3,8.5,No,20,"Security,Garden,Lift,Playground",13.27,0.11,4.45,2.02,2.3,20.3,1.6,13.48,5,3267583,0,469160,134585,282660,Builder,1,3,Concrete,Borewell,No,1,1
